no|title|text|senti_value
12757|Jelek!|Setiap pesan ke tiket.com tidak pernah ada informasi nomor bandaranya. Contohnya di surabaya kan ada 2 bandara, bandara 1 dan bandara 2. Bagaimana saya tahu saya naik/turun dari mana kalau tidak ada kejelasan? Pelayanan customer servicenya buruk sekali. Untuk tahu nomor bandaranya saja saya harus menunggu 4 menit di telepon. Kerjanya lamban sekali. Mengecewakan. Sebaiknya tutup saja perusahaan buruk seperti ini.|5
12758|SANGAT MEMUASKAN|Kelebihan pesan di tiket.com adalah bisa pesan mepet pada saat keberangkatan, harga pemesanan juga tidak terpaut jauh dengan pembelian melalui stasiun, dan cepat|5
12759|Good|Pelayanan nya sangat cepat|5
12760|Good!|sangat amat membantu dan tidak perlu buang waktu untuk membeli tiket lg. Yippieee|5
12761|Very good services|Tiket.com has very good services. They born on the right time, people need fast, secure services. Thank you|5
12762|Pelayanannya cukup baik dan cepat|Berdasarkan pengalaman memesan tiket melalui online, pelayanannya cukup baik dan cepat|4
12763|selama ini lancar jaya|Lancar terkendali tanpa ribet di bandara mau pun pembayaran dengan cara yg fleksibel jadi nyaman menjalankannya|4
12764|Pengalaman luar biasa untuk pesan tiket online bersama TIKET.COM|Semua yang di tampilkan dalam web adalah harga jujur. Live chat yang selalu dijawab dan dilayani dengan baik oleh CS juga memudahkan semua proses pemesanan tiket di TIKET.COM. Terima kasih TIKET.COM LUAR BIASA... LUAR BIASA......... semoga terus jaya.|5
12766|Kereta Api Nyaman dan Aman|Selama kurang lebih 10 tahun, saya beserta keluarga belum pernah naik kereta api ekonomi karena pada masa lalu mendengarnya saja sudah miris (pedagang di mana-mana, pencopet dan penumpang campur sehingga banyak pencopetan, koran berantakan, dll), sehingga banyak meilih bus untuk ke luar kota. Sejak adanya perombakan manajemen kereta (dengan tidak adanya pedagang di dalam kereta, penumpang didata identitasnya, penjagaan yang ketat, serta data penumpang valid bahkan dengan anak kecil juga, ac terawat) ditambah akses kemudahan online yang sangat efektif, efisien untuk pemesnanan tiket, bahkan bisa tiga bulan sebelumnya, kami sangat nyaman, dan aman menggunakan kereta api. SEKARANG PILIHAN UTAMA KAMI KERETA API DULU, BARU KE BUS. Harapannya prestasi yang semakin baik ini lebih ditingkatkan lagi. Kunci keberhasilan trasfortasi umum adalah nyaman dan aman di perjalanan, INI JALAN SATU-SATUNYA MENGHINDARI KEMACETAN JALAN YANG SETIAP TAHUN MELANDA NEGERA INI. TERIMA KASIH,. SUKSES TIKET KOM DAN KERETA API INDONESIA|5
12767|menyenangkan|cepat, mudah, dan terpercaya|5
12769|helpfull|sederhana dan membantu|4
12770|kelebihan tiket.com|alhamdulillah dengan adanya tiket.com yang telah saya download aplikasinya, memberikan saya kemudahan dan kenyamanan dalam membeli tiket khususnya untuk tiket pesawat.. saya kuliah di jakarta. tentunya min. dalam setahun saya harus balik kekampung di riau.. dan otomatis saya membeli tiket pesawat untuk pulang. disamping itu saya mengajak dan menolong teman-teman dikampus untuk membeli tiket sama saya melalui tiket.com ini.. terimakasih untuk tiket.com|5
12771|Prosedur yang mudah untuk mendapatkan tiket...Kereeeennn|Kemudahan membeli tiket kereta api secara On Line dengan metode dan cara yang mudah|5
12772|"cepat"""""""""|Pesan tanpa ribettt|5
12773|Excellent Service|Sangat membantu pesanan tiket jg hotel.|4
12774|Excellent , terimakasih!!|pesan tiket gampang bgt, 11 malem saya pesan jam tiket kereta, untuk besok, masih bisa, ga harus ke stasiun, byrnya juga gampang bgt ( saya pake klik bca) email dan eticket jg cepat bgt, lwt email, lwt sms, dan no hp penumpang jg.. keren, semoga pelayanan ttp dipertahankan, klo perlu di improve lg yaa. good job, untuk TIKET.COM|5
12775|Sangat membantu dengan adanya disc|Mudah - mudahan ke depannya discount nya bisa menjadi 15% -20%|5
12776|Cepat dan singkat|Semoga kedepanya lebih maju dan lancar dan juga dalam durasi waktu bisa ditambahkan walaupun pemesanan tiket dalam waktu yang singkat|5
12777|SUPER CEPAT !|saya bisa pesan tiket dalam hitungan waktu kurang dari 5 menit , padahal saya menggunakan menu pembayaran menggunakan kartu kredit|4
12778|Good Services|Aplikasinya enteng dan mudah digunakan Verifikasi pembayaran sangat cepat... Banyak diskonnya|4
12779|sangat puasm|baru pertama saya pesen tiket melalui e tiket dan saya sangat puas|5
12780|Mantaaaabbb|Paling Mudah Lengkap Murah beli Tiket disini.|5
12781|Cepat dan mudah digunakan aplikasibya|Apkikasinya bagus dan user friendly banget menggunakannya. Diskon diskonnya juga banyak pelanayannya bagus bagus dan cepat konfirmasinya|4
12782|Terpercaya|Great company for ticket agent|5
12783|Service ticketing sangat cepat,goodluck.ut|Tadi pagi saya telp ke custumer service ticket,pelayanan ticketing cepat terlayani karena order ticket kurang bayar RP 99 .dan langsung di ticket di issued/tercetak.salam hormat.|5
12784|Pemesanan tiketnya cepat|Pemesanan tiketnya cepat dan terpecaya|4
12785|OK bingit...|Harga termurah ditambah program promo jadi lebih murah lagi.....recomended....jangan tergour yg suka iklan2 itu ya....cek dulu di tiket.com....diperbanyak dong program2 promo dgn kartu kredit...|5
12787|pembelian tiket situs tanpa down|kalau bisa di voucer juga diberi denah tempat kursinya|4
12788|Cepat|Pengisian form so simple and guidance is so clear.|4
12789|let's make better|mudah, cepat, praktis dan terpercaya|4
12790|selalu dpt tiket yg dicari|Baguuuusss|5
12791|great company|Whats a great company|5
12792|Cepat Dan aman dapat tiket|Ga sulit lagi cari tiket kemanapun. Tinggal klik, transfer, tiket sudah tersedia. Thx tiket.com|5
12793|Kecepatan dan Kepastian harga yang ditawarkan|Saya baru membandingkan pembelian tiket dari tiket.com dengan traveloka.com... pengalaman yang sangat berbeda.... pada traveloka harga yang tertera pada saat kita pesan tiket... dengan harga yang tercantum pada saat mau dibayar berbedanya sampai 25%....gilaaa.... akhirnya saya batalkan... pengalaman berbeda ketika saya memesan tiket ....tidak berbeda dengan pada saat saya akan bayar....sedikit terdapat perbedaan sebesar 7,5% ...ternyata itu karena saya menambahkan asuransi sehingga harga yang harus saya bayar tidak berbeda.... luar biasa...terima kasih tiket.com|5
12794|pengalaman terbaik|Mudah,cepat,dan efisien..bakalan pake aplikasi ini terus..|5
12796|Mudah|Gampang dipergunakan, aman, banyak Promo dan pilihan pembayaran beserta cicilan|5
12798|Menyenagkanm|Harganya g bohongg,g tambak pajak lagi,banyak promo ,trimakasih tiket.com|4
12799|sangat bagus|cukup sangat bagus pelayannya|5
12800|kami sangat senang dan terbantu dengan adanya tiket.com|tidak ada kendala dalam transaksi dengan pihak tiket.com|5
12801|Easy to use and fast response|Easy to use and fast response|4
12802|keren banget tiket.com|keren banget tiket.com sangat membantu dan memudahkan kami dalam pemesanan tiket prosesnya juga ga ribet... makasih ya tiket.com|5
12803|Tercepat, Terbaru|Tiket KAI Lebaran 2016 untuk mendapatkannya membutuhkan aplikasi/web transaksi yang BAIK dan BAGUS. Hal ini disebabkan banyak pengguna digital bersaing (berebutan) untuk mendapatkan tiket, jika aplikasi/web penyedia jasa tiket KAI ala kadarnya maka down dan error hasilnya. Konsumen pun kecewa, Tiket.com salah satu aplikasi/web salah satu penyedia Tiket KAI yang BAIK dan BAGUS. Tiket.com tidak down atau error ketika banyak pengguna menggunakannya. Hanya ada kekurangannya disistem pembayarannya. Dimohon banyak kerjasama lagi dengan BANK lainnya agar bisa memberikan kemudahan bagi konsumen yang membooking untuk melakukan pembayaran. Terima Kasih|5
12804|cepat dan mudah|cepat dan mudah|5
12805|transaksi dengan tiket com lebih aman|skgl|5
12806|puaaas bgt|pemesan tiket via online bgtu mudah,kita bsa memilih kursi sendiri...gmn klo ditoko waralaba pun kita bsa memilih kursi yg t'sedia sebelum pembayaran?|5
12807|sangat membatu|Sangat membantu untuk pemesan tiket.. terima kasih banyak.. saya bisa mendapatkan tiket dengan mudah..|5
12808|proses cepat|terus tingkatkan pelayanan bagaimana semudah mungkin customer memesan tiket.|5
12809|Mantap|Cepat Hemat Tepat Pelayanan sangat memuaskan|5
12810|Cepat|Layanan cepat dan feksibel|5
12811|Fast and Polite response|Kualitas pelayanan sudah bagus, hanya perlu menambah kuantitas sumberdaya cs saja.|4
12812|Tiket Expired tp sudah membayar|Hari saya sedikit emosi karena saya sudah memesan tiket dan sudah membayar sesuai dengan waktu yang ditentukan. Setelah saya tunggu sampai sore hari saya belum mendapat konfirmasi kode booking. Akhirnya saya menghubungi costumer servise tiket.com dan dilayani dan dijelaskan dengan baik dan diberikan opsi pengembalian atau dicarikan tiket yang lain. saya memilih untuk dicarikan tiket lain, alhamdulilah masih ada seat walaupun berbeda. dan dalam waktu 15 menit kode booking sudah ditangan. Terimakasih mba2 costumer servise|4
12814|thax|Thax sudah membantu mendapatkan tiket ilove u pull|5
12816|payment system|saya sering gunakan mobile banking yg rasanya paling aman untuk transaksi pembayaran selama apakah ada sistem pembyaran yang bisa diakomodir oleh m-banking langsung selain sistem transfer dengan nilai nominal yang ditentukan sebagai indikator pembayaran - mohon ditingkatkan, terima kasih|4
12817|Mudah|Mudah, meski pilihan bayarnya lewat atm ternyata bisa juga bayar pakai internet banking cimb niaga, yg penting no virtual account nya valid|4
12818|Memuaskan|Proses pemesanan dan pembayaran lancar, hanya harus transfer ke bank lain, mungkin lebih baik tiket.com juga membuka rekening pembayaran di beberapa bank besar lainnya agar tidak lagi transfer antar bank, dan juga waktu batas pembayaran di perpanjang jangan hanya 1 jam tapi bisa 3 jam seperti jika membeli langsung di website PT KAI, dan ketika pembayaran harap bisa ditampilkan nama penimpang nya, bukan no virrual account nya agar yang baru pertama kali menggunakan tiket.com tidak kebingungan, terima kasih|4
12819|mudah dan cepat|Selama menggunakan tiket.com saya mudah mendapatkan tiket dan dalam pembayarannya pun tidak ribet.|4
12820|mantapp|Mantapp|5
12821|Puas|Booking tiket sekarang lebih cepat dan simple....semoga kedepannya lebih baik...|5
12823|Tiket.com bukan sekedar janji tapi buktiut|Meskipun awalnya saya ragu namun akhirnya saya memutuskan untuk bergabung dengan Tiket.com, dan meskipun baru beberapa hari bergabung dan baru bisa menjual beberapa tiket pesawat, tetapi kami sangat merasa nyaman dan puas dengan kerja sama ini, dan kami berharap hal ini terus berkelanjutan dengan baik. Meskipun di daerah kami Pulau Sulawesi belum ada Kereta Api, tetapi kami tetap berharap bahwa suatu saat nanti akan ada Kereta Api sebagaimana yang telah dicanangkan oleh pemerintah, dengan demikian kami juga bisa menjual tiket kereta api seperti halnya rekan-rekan di Pulau Jawa. Terima Kasih, Salam Hangat. Marthinus Tangdikamma' ( ANUGERAH PAYMENT ). SUKSES SLALU TIKET .COM dan SEGENAP AGEN.|5
12825|Thanks|cara pemesanan mudah, hanya saja saat pembelian tiket KAI, hanya bisa melalui ATM BCA sebagai opsi untuk Transfer Bank, mungkin pihak TIKET.COM bisa membuatkan opsi untuk Bank BRI dan BNI Thank you Regards|4
12826|Mudah dan cepat|Kemudahan dalam pemakaian web merupakan hal paling penting. Sehingga pengguna cepat familiar. Good job.|5
12827|Great Job!|It was my first time to experience buying tickets from e-ticketing company. Such an easy and simple app to use. Great Job!|5
12828|Bagus!|Pemesanan hotel di tiket.com sangat mudah, cepat, dan harga paling murah dibanding yang lainnya.|4
12831|Great|Reservasi tiket mudah dan pembayaran gampang|4
12832|sangat membantu|dimana pada saat diluar kota yang jauh dengan agen maka tiket.com salah satu solusi yang sangat tepat.|4
12833|nice|Tetapi sayang tiket file format pdf klu dibuka isinya hancur dak karuan|4
12834|ary tri wahid hasim|amazing.. nice service. thanks for tiket.com|4
12835|Mantaaaap....sangat membantu|Mantaaap...sangat membantu, ketika sy ada kendala swktu tf, cs bs mberikan solusi dan membantu, trm kasih tiket.com|5
12836|Terpercaya|Pelayanan super cepat. Begitu konfirmasi pembayaran langsung dikirim Kode bookingnya.|5
12837|Cepat dan mudah|Untuk pemesanan tiket kereta dan hotel dapat dilakukan dengan cepat dan mudah. Terimakasih.|5
12838|"good job"""|Good|5
12839|Simple,mudah dan prosesnya cepat untuk mencari tiket pilihan|Sudah hampir 2 tahun saya menggunakan jasa Tiket.com sejauh ini tidak ada masalah dan dari proses pencarian sampai pembelian tiket cukup mudah dan cepat. Yang saya senang setiap kali proses pembelian tiket sukses selalu dikonfirmasikan lewat SMS ke Ponsel jadi saya tidak perlu lagi untuk ngechek/buka email dan pihak Bandara accepted walau hanya menggunakan ponsel konfirmasi tiketnya.|4
12840|cepat dan tepat|Terims saya sangat terbantu dlm pencarian tiket apa aja...thsnks. Tiket.com|5
12841|Mudah cepat murah|App nya mudah di access, simple, penjelasan hotel nya juga cukup rinci.. Harganya lebih murah dari beberapa situs yang sempat saya cek..|4
12842|Great|Sangat puas dwngan pelayanannya. Tapi saya kesulitan utk mengakses tanda terima.|5
12843|Pemesanan ticket kereta api goood ,,|Diharapkan harga discontnya lebih gede ya,,,terus tuk info kereta tambahan lebaran/liburnasional/hari besar tolong update jadi bisa kita infokan ke pelanggan terima kasih|4
12844|pemesanan sangat cepat dan mudah.|mengaksesnya sangat gampang, tapi saya harus menunggu 10 menit untuk pemesanan tiket kereta api yang ke 2. padahal kita satu keluarga 8 orang. apa tidak bisa dibuat lebih cepat jeda waktunya?. lalu untuk pembayaran melalui atm kenapa tidak bisa? selebihnya pelayanannya memuaskan|4
12845|Great|It's quick to respon of any mistake|5
12846|cepat dan akurat|Informasi terkini dan respon crpat. Pelayananemudahkan dan muaskan pelanggan|5
12847|Percayakan pada ahlinya|serasa punya travel sendiri.....biaya transportasi n biaya mavet jadi ilang. nga perlu lagi susah susah n galau klo mo pesan tiket ato hotel.....cukup percayakan tiket.com aja....yang lain lewat mas|5
12848|mantappp|Sudah berung-ulang dan masih akurat cepat|5
12850|Bagoes|Perusahaan Bagoes|4
12851|Praktis dan cepat|Lebih mudah untuk saya memesan tiket dengan kesibukan dan keadaan jakarta yang super macet kemana-mana, dengan adanya tiket.com saya bisa pesan dari hp saya, dengan booking lebih cepat daripada harus membeli langsung.|5
12852|Sangat membantu|Waktu jadi tidak tersita....kl bisa sesuai tarif belinya jadi tambah siiipppp TOP|4
12853|"GOOD JOB """|Baik kerja nya cepat dan akurat lebih nyaman,lanjutkan service custumer yg baik.Terima Kasih.|5
12854|sangat mudah dan cepat|Rencana mendadak keluar kota sangat terbantu dengan adanya Tiket.com cepat dan sangat mudah untuk transaksi dan snagat bisa untuk di percaya, semoga dapt meningkatkan pelayanan dan mempertahankan yang sudah layak. terima kasih|5
12856|Awesome!|Pelayanan cepat .. hanya saja jangka waktu untuk transfer terlalu cepat .|5
12857|Senang dengan keja samanya|It was great.. Thanks a lot tiket.com|4
12858|Booking tiket KAI di tiket.com sangat mudah dan cepat|Dengan berbagai pilihan metode pembayaran, mempermudah saya dalam pemesanan tiket KAI bahkan pada H-1 sebelum keberangkatan. Sangat bagus (y)|5
12859|Easy to use|Help me to get a ticket with good price|5
12860|Menyenangkn|Okok|4
12864|saya sangat dibantu dan saya merasa puas atas pelayanan|Bernadethe Nisawaty Jalan Malino Poros No. 73/11 Sungguminasa RT/RW 001/008 Kelurahan Batangkaluku Kecamatan Somba Opu Kabupaten Gowa (Sulawesi Selatan)|5
12865|Proses cepat dan mudah|mudah dalam pengecekan harga, pemesanan cepat konfirmasi bahwa pembayaran telah berhasil. Tapi mohon untuk diperbanyak rekening untuk bank yang lain. Terimakasih|4
12866|transaksi cepat aman dan nyaman|transaksi cepat aman dan nyaman, tapi sayang profile lama saya keluar lagi padahal nama dan id log in sudah saya update|5
12867|Good, cepat dapet tiket nya|untuk pembelian tiket kereta api tidak dapet tix point yaah ?? coba di cek lagi deh, kok menurut saya agak berat yaah kalau melalui web tapi over all good.. goodluck, sukses & selalu berikan yang terbaik|4
12868|its veery much simple1 amazing andi hope give tickets eazy|Its very much1 amazing andi hope give tickets eazy simple ,th4nks 4 fider company ☺|5
12870|Trus tingkatkan kenyamanan dalam bertransaksi|Alangkah bagusnya untuk pilihan pembayaran tiket yang sudah dipesan disediakan cara pembayaran SMS Banking atau Internet Banking, biar gak susah pembayarannya...|4
12871|Pelayanan Cepat|Sejauh ini Pesan di tiket.com lancar terus, buat tiket mudik juga gampang|5
